loan_account_number;installment_number;actual_payment_date;scheduled_payment_date;installment_amount;principal_component;interest_component;kkdf_component;bsmv_component;installment_status;remaining_principal;remaining_interest;remaining_kkdf;remaining_bsmv
LOAN_004146;1;;2025-09-01;24270;29770;0;0;0;A;27260;0;0;0
LOAN_004293;1;;2025-08-27;68110;63880;0;0;0;A;63410;0;0;0
LOAN_001999;1;;2025-07-25;6780;5060;1267.68;0;50.56;A;4100;1098.04;0;49.08
LOAN_001999;2;;2025-08-22;6670;5480;983.71;0;54.17;A;4890;850.49;0;48.01
LOAN_001999;3;;2025-09-22;6310;5020;886.96;0;39.81;A;5600;849.62;0;39.52
LOAN_001999;4;;2025-10-22;5090;5730;571.39;0;28.21;A;5270;544.97;0;27.47
LOAN_001999;5;;2025-11-25;6800;5910;345.23;0;13.94;A;6130;314.42;0;17.56
LOAN_000476;1;;2025-09-10;13490;13550;0;0;0;A;13280;0;0;0
LOAN_001954;1;;2025-09-11;24650;24320;0;0;0;A;22430;0;0;0
LOAN_001364;1;;2025-09-11;1920;2000;0;0;0;A;2280;0;0;0
LOAN_002350;1;;2025-09-11;2730;2610;0;0;0;A;2620;0;0;0
LOAN_001630;1;;2025-09-03;6960;6150;0;0;0;A;6150;0;0;0
LOAN_000390;1;;2025-09-14;20660;27410;0;0;0;A;23150;0;0;0
LOAN_004018;1;;2025-08-28;15230;16460;0;0;0;A;14610;0;0;0
LOAN_004246;1;;2025-09-09;7170;7520;0;0;0;A;7950;0;0;0
LOAN_004264;1;;2025-09-13;30090;27990;0;0;0;A;29600;0;0;0
LOAN_002432;1;;2025-09-12;16180;14820;0;0;0;A;12540;0;0;0
LOAN_003749;1;;2025-09-11;15760;12450;0;0;0;A;15080;0;0;0
LOAN_002411;1;;2025-07-21;8570;5500;2587.10;0;122.86;A;6260;2409.60;0;133.24
LOAN_002411;2;;2025-08-18;8370;5930;2149.89;0;113.08;A;5830;2187.01;0;88.05
LOAN_002411;3;;2025-09-18;7700;6980;1948.26;0;85.82;A;6980;2037.95;0;93.11
LOAN_002411;4;;2025-10-17;7870;8070;1394.46;0;77.44;A;7070;1379.57;0;74.50
LOAN_002411;5;;2025-11-18;9110;6930;1192.76;0;58.04;A;7620;1405.52;0;56.55
LOAN_002411;6;;2025-12-18;8270;8880;861.49;0;35.63;A;7850;731.36;0;37.06
LOAN_002411;7;;2026-01-18;8090;7560;397.11;0;19.30;A;8820;408.44;0;24.45
LOAN_001263;1;;2025-09-07;47800;55570;0;0;0;A;58930;0;0;0
LOAN_003388;1;;2025-07-18;17780;17730;1905.14;248.79;94.30;A;15970;1551.99;219.88;90.80
LOAN_003388;2;;2025-08-16;18570;15200;890.61;125.94;47.94;A;16640;794.30;136.39;39.75
LOAN_001150;1;;2025-07-21;5680;5060;887.15;0;47.35;A;4450;1151.32;0;45.24
LOAN_001150;10;;2026-04-20;5420;5360;98.36;0;4.94;A;5320;128.05;0;5.55
LOAN_001150;2;;2025-08-18;5430;4330;961.89;0;42.96;A;4730;742.52;0;45.40
LOAN_001150;3;;2025-09-18;5180;5210;909.36;0;37.90;A;5240;869.13;0;39.54
LOAN_001150;4;;2025-10-18;5270;5380;638.04;0;38.51;A;5550;822.71;0;39.60
LOAN_001150;5;;2025-11-18;5250;4310;593.35;0;32.66;A;4630;699.09;0;27.65
LOAN_001150;6;;2025-12-18;6010;5500;465.06;0;29.37;A;4680;447.21;0;25.32
LOAN_001150;7;;2026-01-18;5870;4710;435.94;0;20.55;A;5750;429.21;0;25.04
LOAN_001150;8;;2026-02-18;5230;5870;348.64;0;18.50;A;5040;308.18;0;15.87
LOAN_001150;9;;2026-03-20;5960;5660;194.63;0;11.87;A;5310;187.66;0;12.28
LOAN_002367;1;;2025-07-21;45240;26920;8842.53;0;488.96;A;30540;10364.87;0;476.93
LOAN_002367;2;;2025-08-18;34800;33900;7727.55;0;438.15;A;31430;7367.49;0;444.92
LOAN_002367;3;;2025-09-18;35600;30630;7131.11;0;368.67;A;32860;6387.25;0;395.78
LOAN_002367;4;;2025-10-17;41750;38140;5519.12;0;251.07;A;31250;5203.34;0;267.62
LOAN_002367;5;;2025-11-18;40480;40240;3663.20;0;216.07;A;37800;4353.09;0;178.80
LOAN_002367;6;;2025-12-18;35260;42040;2055.20;0;84.35;A;36690;1572.78;0;85.35
LOAN_001987;1;;2025-07-25;5630;5540;338.23;0;21.72;A;4620;411.13;0;21.09
LOAN_001987;2;;2025-08-27;5390;4660;261.66;0;10.98;A;5690;265.68;0;12.17
LOAN_000222;1;;2025-07-18;47730;37340;11043.97;0;492.53;A;30920;11305.85;0;507.99
LOAN_000222;2;;2025-08-15;51960;38040;9582.80;0;408.42;A;35660;8875.63;0;449.52
LOAN_000222;3;;2025-09-15;46990;34820;6846.02;0;315.63;A;42960;7893.35;0;404.78
LOAN_000222;4;;2025-10-15;42600;41600;4976.94;0;211.32;A;35950;5350.39;0;246.60
LOAN_000222;5;;2025-11-16;49470;40730;2625.30;0;133.34;A;41420;2510.51;0;138.01
LOAN_003279;1;;2025-09-03;8660;10500;0;0;0;A;9920;0;0;0
LOAN_000219;1;;2025-09-01;5150;6540;0;0;0;A;5890;0;0;0
LOAN_000761;1;;2025-07-25;169220;166090;13756.22;0;699.01;A;143830;14831.64;0;656.35
LOAN_000761;2;;2025-08-25;198840;143910;8929.50;0;592.56;A;141250;9376.29;0;482.61
LOAN_000761;3;;2025-09-24;163520;162060;5454.47;0;253.96;A;194100;4642.11;0;244.97
LOAN_001704;1;;2025-09-08;7690;8330;0;0;0;A;8100;0;0;0
LOAN_004065;1;;2025-07-30;13790;11090;3553.79;0;175.94;A;9860;3546.85;0;165.22
LOAN_004065;2;;2025-08-29;13590;11260;3009.93;0;159.52;A;10540;3167.62;0;134.45
LOAN_004065;3;;2025-09-29;12030;12500;2545.86;0;133.21;A;12240;2686.10;0;130.99
LOAN_004065;4;;2025-10-30;14780;10000;1829.18;0;80.31;A;10010;1843.42;0;88.28
LOAN_004065;5;;2025-11-28;14310;12620;1303.46;0;55.04;A;10600;1034.74;0;51.55
LOAN_004065;6;;2025-12-30;12960;12950;766.82;0;38.58;A;12290;579.90;0;34.28
LOAN_003127;1;;2025-09-10;28520;25050;0;0;0;A;22150;0;0;0
LOAN_003030;1;;2025-09-08;5300;6520;0;0;0;A;5350;0;0;0
LOAN_004176;1;;2025-09-01;32260;28540;0;0;0;A;28480;0;0;0
LOAN_003185;1;;2025-09-01;29090;38340;0;0;0;A;37490;0;0;0
LOAN_004060;1;;2025-09-04;4500;4790;0;0;0;A;4020;0;0;0
LOAN_003012;1;;2025-09-03;40340;42590;0;0;0;A;40350;0;0;0
LOAN_002905;1;;2025-09-07;16810;14310;0;0;0;A;16610;0;0;0
LOAN_000486;1;;2025-07-28;184680;145330;14166.45;0;732.96;A;135570;16046.20;0;656.85
LOAN_000486;2;;2025-08-28;157320;174000;8229.03;0;438.55;A;159220;8286.97;0;420.35
LOAN_003994;1;;2025-09-09;43760;34070;0;0;0;A;36090;0;0;0
LOAN_000453;1;;2025-09-08;32750;33240;0;0;0;A;30810;0;0;0
LOAN_001335;1;;2025-09-06;12770;10600;0;0;0;A;13060;0;0;0
LOAN_000415;1;;2025-09-11;12770;12500;0;0;0;A;14540;0;0;0
LOAN_000798;1;;2025-09-14;7890;8420;0;0;0;A;8300;0;0;0
LOAN_004161;1;;2025-09-15;32970;32460;0;0;0;A;29710;0;0;0
LOAN_003775;1;;2025-09-10;69700;76210;0;0;0;A;73700;0;0;0
LOAN_003463;1;;2025-09-06;52910;66510;0;0;0;A;52210;0;0;0
LOAN_001581;1;;2025-09-08;35620;26840;0;0;0;A;31740;0;0;0
LOAN_002695;1;;2025-07-29;309480;371400;24740.30;0;1509.50;A;277840;29958.26;0;1559.41
LOAN_002695;2;;2025-08-29;387740;358170;18996.03;0;1041.71;A;370580;23077.58;0;1158.36
LOAN_002695;3;;2025-09-28;405220;315090;10177.29;0;462.15;A;349300;11399.53;0;531.43
LOAN_002307;1;;2025-09-11;2640;2610;0;0;0;A;2830;0;0;0
LOAN_003421;1;;2025-09-08;6760;6900;0;0;0;A;6500;0;0;0
LOAN_002609;1;;2025-09-09;11940;12520;0;0;0;A;12130;0;0;0
LOAN_002578;1;;2025-09-10;13200;12280;0;0;0;A;13690;0;0;0
LOAN_002871;1;;2025-09-14;38690;37510;0;0;0;A;48870;0;0;0
LOAN_004132;1;;2025-07-18;80990;64870;20401.71;0;1025.61;A;68830;25421.98;0;1081.54
LOAN_004132;2;;2025-08-15;79850;78950;20493.22;0;973.57;A;76340;19828.23;0;953.91
LOAN_004132;3;;2025-09-15;101000;82530;16524.81;0;953.60;A;61820;19159.44;0;803.11
LOAN_004132;4;;2025-10-15;82590;74800;13061.84;0;699.99;A;81310;14197.44;0;663.33
LOAN_004132;5;;2025-11-14;85280;75660;8770.83;0;402.91;A;69050;9076.16;0;493.22
LOAN_004132;6;;2025-12-16;94650;89740;5324.41;0;214.89;A;97270;4123.97;0;206.31
LOAN_001314;1;;2025-09-06;38400;39960;0;0;0;A;32510;0;0;0
LOAN_002325;1;;2025-09-11;47680;45150;0;0;0;A;54480;0;0;0
LOAN_001850;1;;2025-09-14;5680;4920;0;0;0;A;4590;0;0;0
LOAN_002266;1;;2025-09-14;3490;4430;0;0;0;A;4330;0;0;0
LOAN_000834;1;;2025-07-28;79800;57890;13240.73;0;721.90;A;63900;16809.46;0;769.65
LOAN_000834;2;;2025-08-28;69140;72850;14315.90;0;684.07;A;70090;12106.68;0;626.63
LOAN_000834;3;;2025-09-26;77710;77930;9120.51;0;356.67;A;70200;7890.87;0;440.11
LOAN_000834;4;;2025-10-28;88130;80600;5294.87;0;214.53;A;74110;4384.41;0;241.15
LOAN_003691;1;;2025-07-28;10750;10310;2109.90;324.33;97.88;A;10140;2567.12;296.93;100.71
LOAN_003691;2;;2025-08-28;11970;8260;1860.73;294.20;96.03;A;10490;2200.84;283.62;112.06
LOAN_003691;3;;2025-09-26;11330;10980;1628.27;235.24;79.53;A;10760;1450.58;217.59;74.31
LOAN_003691;4;;2025-10-28;12910;10000;1027.56;184.19;56.22;A;10350;1136.93;175.58;58.61
LOAN_003691;5;;2025-11-27;11870;12670;535.50;78.65;27.48;A;10170;494.34;75.74;25.53
LOAN_000097;1;;2025-07-24;49260;40330;12522.79;0;707.03;A;39980;12488.69;0;611.76
LOAN_000097;2;;2025-08-21;49660;38030;10013.81;0;422.58;A;44120;9078.62;0;547.89
LOAN_000097;3;;2025-09-19;49940;42460;8697.59;0;438.53;A;39420;8493.11;0;408.93
LOAN_000097;4;;2025-10-21;50230;42150;7135.07;0;345.73;A;46070;7290.32;0;337.88
LOAN_000097;5;;2025-11-21;42280;47520;4809.72;0;217.00;A;38880;5169.75;0;224.13
LOAN_000097;6;;2025-12-21;50470;42790;2423.25;0;105.19;A;41920;2017.91;0;110.69
LOAN_002742;1;;2025-07-16;9190;7380;0;0;0;A;7770;0;0;0
LOAN_002742;2;;2025-08-13;7820;7930;0;0;0;A;7320;0;0;0
LOAN_002742;3;;2025-09-13;9040;8540;0;0;0;A;7300;0;0;0
LOAN_002742;4;;2025-10-13;7760;8020;0;0;0;A;8770;0;0;0
LOAN_002742;5;;2025-11-13;8210;8940;0;0;0;A;7780;0;0;0
LOAN_002742;6;;2025-12-13;9560;8960;0;0;0;A;9260;0;0;0
LOAN_001307;1;;2025-09-07;39320;40940;0;0;0;A;41080;0;0;0
LOAN_000796;1;;2025-07-28;18860;16990;5037.62;0;205.86;A;14820;4798.98;0;221.82
LOAN_000796;2;;2025-08-28;18590;16840;4266.25;0;232.84;A;17950;5129.47;0;253.70
LOAN_000796;3;;2025-09-26;21520;16570;3682.48;0;188.24;A;14950;3077.75;0;163.93
LOAN_000796;4;;2025-10-28;18070;17730;2509.45;0;150.45;A;17910;2606.65;0;132.74
LOAN_000796;5;;2025-11-27;23520;20220;1804.85;0;103.24;A;17160;1779.31;0;95.56
LOAN_000796;6;;2025-12-28;21990;21050;1044.54;0;47.82;A;20750;1037.85;0;44.65
LOAN_002047;1;;2025-07-29;66720;52300;22226.91;0;943.82;A;44680;24066.49;0;1107.16
LOAN_002047;2;;2025-08-29;72130;49600;20184.69;0;875.86;A;45760;20422.50;0;1039.86
LOAN_002047;3;;2025-09-26;77160;55450;16275.35;0;782.90;A;60750;17116.53;0;794.79
LOAN_002047;4;;2025-10-29;71130;57470;12761.75;0;704.72;A;49450;11803.29;0;740.14
LOAN_002047;5;;2025-11-28;68120;67160;9508.06;0;460.96;A;66720;8570.29;0;411.18
LOAN_002047;6;;2025-12-29;69990;73150;5228.81;0;241.40;A;58130;5131.08;0;217.22
LOAN_002121;1;;2025-09-04;12170;11180;0;0;0;A;11250;0;0;0
LOAN_001527;1;;2025-09-06;15110;14440;0;0;0;A;13330;0;0;0
LOAN_003748;1;;2025-09-08;29290;31400;0;0;0;A;28020;0;0;0
LOAN_000455;1;;2025-09-13;16860;19460;0;0;0;A;19240;0;0;0
LOAN_003676;1;;2025-08-30;32830;37480;0;0;0;A;38670;0;0;0
LOAN_002151;1;;2025-09-09;13750;17260;0;0;0;A;15490;0;0;0
LOAN_002839;1;;2025-09-01;4390;3910;0;0;0;A;4320;0;0;0
LOAN_000902;1;;2025-07-30;10760;8300;1629.91;0;80.67;A;7920;1759.07;0;75.93
LOAN_000902;2;;2025-08-29;9290;9720;1160.32;0;64.50;A;7700;1310.72;0;61.64
LOAN_000902;3;;2025-09-29;8920;8710;945.08;0;48.55;A;9600;825.71;0;47.70
LOAN_000902;4;;2025-10-30;10450;9440;463.10;0;20.20;A;8190;412.52;0;24.52
LOAN_003291;1;;2025-07-18;102070;85740;12716.98;0;666.17;A;106170;14023.88;0;588.12
LOAN_003291;2;;2025-08-15;109870;90610;6108.21;0;343.12;A;101160;5774.83;0;293.44
LOAN_002448;1;;2025-07-14;42110;32980;8992.78;1153.69;394.81;A;30570;9116.38;1344.47;406.09
LOAN_002448;2;;2025-08-11;42830;38010;5167.68;731.68;288.10;A;38330;5071.79;861.22;315.92
LOAN_002448;3;;2025-09-11;40750;34270;4044.78;568.48;195.71;A;32000;4637.70;723.54;232.44
LOAN_002448;4;;2025-10-11;44000;33170;2422.74;270.65;89.82;A;37970;2405.85;297.35;106.25
LOAN_003582;1;;2025-09-06;39310;37720;0;0;0;A;34140;0;0;0
LOAN_001524;1;;2025-07-17;114670;103190;10004.83;0;425.78;A;102550;8635.60;0;482.70
LOAN_001524;2;;2025-08-14;101100;100030;4147.09;0;229.53;A;107300;3839.71;0;187.76
LOAN_002201;1;;2025-09-06;15390;11530;0;0;0;A;14600;0;0;0
LOAN_003383;1;;2025-07-29;91040;98710;8244.99;0;466.20;A;102580;7832.57;0;406.20
LOAN_003383;2;;2025-08-29;88400;91640;6753.88;0;267.82;A;111200;6086.20;0;337.88
LOAN_003383;3;;2025-09-28;99900;109170;2611.95;0;140.66;A;92800;3387.01;0;171.97
LOAN_002274;1;;2025-09-04;31540;34260;0;0;0;A;35960;0;0;0
LOAN_000233;1;;2025-09-07;38390;44120;0;0;0;A;49660;0;0;0
LOAN_002492;1;;2025-09-08;13330;11920;0;0;0;A;13110;0;0;0
LOAN_002645;1;;2025-07-25;4480;3870;522.57;0;26.15;A;4280;524.99;0;29.71
LOAN_002645;2;;2025-08-22;4200;4100;418.31;0;17.02;A;4330;427.63;0;17.20
LOAN_002645;3;;2025-09-25;4410;3780;205.66;0;12.93;A;3680;238.86;0;10.53
LOAN_003752;1;;2025-07-15;8440;8500;0;0;0;A;8550;0;0;0
LOAN_003752;2;;2025-08-12;9000;9400;0;0;0;A;9160;0;0;0
LOAN_003752;3;;2025-09-12;7420;7780;0;0;0;A;8150;0;0;0
LOAN_003752;4;;2025-10-12;7490;7100;0;0;0;A;8270;0;0;0
LOAN_003752;5;;2025-11-12;8700;7700;0;0;0;A;9360;0;0;0
LOAN_003752;6;;2025-12-12;9050;9010;0;0;0;A;7830;0;0;0
LOAN_003763;1;;2025-09-01;19100;19400;0;0;0;A;15060;0;0;0
LOAN_001713;1;;2025-07-25;57230;41030;13029.11;0;727.20;A;44230;13401.68;0;722.56
LOAN_001713;2;;2025-08-22;53130;37880;14355.99;0;629.71;A;40300;10884.07;0;638.48
LOAN_001713;3;;2025-09-24;51970;36120;10392.91;0;685.67;A;44030;12586.13;0;532.80
LOAN_001713;4;;2025-10-24;50000;45990;8303.94;0;442.29;A;51750;9041.70;0;442.25
LOAN_001713;5;;2025-11-24;59630;41490;6597.21;0;293.19;A;43450;5613.99;0;315.87
LOAN_001713;6;;2025-12-25;59810;57950;2852.40;0;156.62;A;50640;2858.24;0;164.46
LOAN_001592;1;;2025-09-13;45150;48520;0;0;0;A;50780;0;0;0
LOAN_002169;1;;2025-09-06;6490;5250;0;0;0;A;6830;0;0;0
LOAN_001675;1;;2025-09-13;4410;4600;0;0;0;A;4960;0;0;0
LOAN_002189;1;;2025-09-06;9260;9840;0;0;0;A;8930;0;0;0
LOAN_001199;1;;2025-07-25;86370;71940;10057.22;0;458.01;A;80630;8664.39;0;537.92
LOAN_001199;2;;2025-08-23;81200;80240;4526.26;0;256.45;A;81320;5251.43;0;244.33
LOAN_001087;1;;2025-07-18;17340;13900;1915.53;0;101.52;A;12530;1977.97;0;98.57
LOAN_001087;2;;2025-08-16;16790;16380;795.53;0;47.31;A;16200;777.86;0;38.90
LOAN_001116;1;20250602;2025-05-30;4730;3620;1937.74;300.32;79.80;K;0;0;0;0
LOAN_001116;10;;2026-02-27;6090;4350;614.08;69.99;27.75;A;4900;563.74;89.94;30.28
LOAN_001116;11;;2026-03-30;5930;5650;336.14;59.53;21.41;A;4500;389.87;51.38;18.92
LOAN_001116;12;;2026-04-30;5700;5430;214.97;27.52;10.48;A;5120;207.01;28.67;10.65
LOAN_001116;2;20250629;2025-06-30;4880;3850;1492.52;278.58;94.53;K;0;0;0;0
LOAN_001116;3;;2025-07-28;6110;3540;1466.08;197.84;70.99;A;3930;1362.01;231.09;75.50
LOAN_001116;4;;2025-08-28;5140;3410;1405.55;237.75;78.28;A;4200;1600.96;235.70;79.16
LOAN_001116;5;;2025-09-26;4620;3650;1316.26;211.84;64.19;A;4020;1114.74;168.36;64.01
LOAN_001116;6;;2025-10-28;5110;4210;1127.38;203.45;53.93;A;4040;1344.74;178.82;58.65
LOAN_001116;7;;2025-11-27;5210;3660;878.01;173.33;56.94;A;3880;1033.68;167.87;53.01
LOAN_001116;8;;2025-12-26;5710;4730;824.63;108.43;42.94;A;3880;868.41;119.01;41.32
LOAN_001116;9;;2026-01-28;5580;4220;794.23;113.16;40.06;A;5100;838.91;131.98;35.14
LOAN_000247;1;;2025-09-04;16180;15110;0;0;0;A;15000;0;0;0
LOAN_000847;1;;2025-09-07;13120;12790;0;0;0;A;13920;0;0;0
LOAN_003572;1;;2025-09-13;49500;47560;0;0;0;A;52110;0;0;0
LOAN_000144;1;20250623;2025-06-23;13540;6620;5744.24;0;317.10;K;0;0;0;0
LOAN_000144;10;;2026-03-23;10540;9530;1734.52;0;101.55;A;9360;1890.81;0;84.86
LOAN_000144;11;;2026-04-23;13110;9480;1170.64;0;56.56;A;10350;1367.73;0;65.16
LOAN_000144;12;;2026-05-23;13460;12400;617.62;0;31.57;A;11800;580.68;0;28.63
LOAN_000144;2;;2025-07-24;13290;5910;5354.30;0;257.53;A;6610;5534.42;0;238.54
LOAN_000144;3;;2025-08-21;13360;7790;5119.55;0;256.74;A;6120;5211.68;0;261.39
LOAN_000144;4;;2025-09-19;10130;7260;3840.48;0;237.94;A;7820;4065.61;0;216.88
LOAN_000144;5;;2025-10-21;10910;6240;4730.58;0;217.49;A;7590;3995.94;0;192.52
LOAN_000144;6;;2025-11-21;12270;7210;3594.77;0;172.35;A;7290;4349.90;0;198.15
LOAN_000144;7;;2025-12-19;13160;8740;3160.69;0;158.40;A;8020;2911.66;0;154.81
LOAN_000144;8;;2026-01-21;11640;9760;3026.75;0;136.60;A;8820;3515.72;0;145.61
LOAN_000144;9;;2026-02-20;13140;8390;2585.36;0;118.40;A;10720;2060.76;0;114.57
LOAN_001854;1;;2025-09-11;22910;17900;0;0;0;A;19530;0;0;0
LOAN_004109;1;;2025-09-06;16000;13390;0;0;0;A;13680;0;0;0
LOAN_000691;1;;2025-07-25;30450;25160;11122.73;0;480.70;A;27240;10373.92;0;420.76
LOAN_000691;2;;2025-08-22;32150;24810;7634.86;0;386.09;A;25620;9080.07;0;416.56
LOAN_000691;3;;2025-09-24;30600;22860;8667.20;0;413.87;A;24990;7542.81;0;376.42
LOAN_000691;4;;2025-10-24;35300;26690;5314.37;0;301.95;A;31880;6486.49;0;254.90
LOAN_000691;5;;2025-11-24;39350;33510;4066.59;0;213.38;A;34030;4474.73;0;186.10
LOAN_000691;6;;2025-12-25;31710;30620;1962.14;0;112.29;A;32000;2339.53;0;105.82
LOAN_003283;1;20250613;2025-06-14;48200;39790;15499.91;2475.89;749.22;K;0;0;0;0
LOAN_003283;2;;2025-07-15;53340;36170;12402.94;1786.86;612.30;A;38140;15044.68;2062.64;665.34
LOAN_003283;3;;2025-08-12;53610;47290;9891.02;1865.78;476.55;A;40000;9658.12;1520.00;503.25
LOAN_003283;4;;2025-09-12;59470;47300;8939.13;1719.98;500.95;A;40660;9140.68;1780.25;461.35
LOAN_003283;5;;2025-10-12;62610;46740;8814.40;1341.04;494.99;A;40500;7834.58;1388.02;483.46
LOAN_003283;6;;2025-11-12;52290;40430;6972.72;1005.86;393.69;A;44120;6508.90;1069.02;312.00
LOAN_003283;7;;2025-12-12;50840;53610;4921.09;931.31;233.89;A;45920;4692.96;859.93;295.41
LOAN_003283;8;;2026-01-12;59940;45220;3323.26;553.08;200.45;A;53670;3426.50;555.79;173.36
LOAN_003283;9;;2026-02-12;62430;56000;1752.53;302.51;107.83;A;54130;1718.80;312.58;88.76
LOAN_000059;1;;2025-09-09;50850;48500;0;0;0;A;41250;0;0;0
LOAN_001742;1;;2025-09-06;12440;16220;0;0;0;A;14000;0;0;0
LOAN_004247;1;20250531;2025-06-11;4060;2000;2156.32;0;105.10;K;0;0;0;0
LOAN_004247;10;;2026-03-11;4420;3010;569.45;0;28.78;A;3660;549.23;0;26.82
LOAN_004247;11;;2026-04-10;3540;3460;466.85;0;19.96;A;3540;479.14;0;19.51
LOAN_004247;12;;2026-05-11;3720;3910;205.58;0;9.76;A;4440;198.45;0;11.82
LOAN_004247;2;;2025-07-11;4470;1920;1690.13;0;88.57;A;1980;2064.58;0;83.33
LOAN_004247;3;;2025-08-08;4670;2710;1396.92;0;83.31;A;2360;1381.12;0;70.70
LOAN_004247;4;;2025-09-09;4470;2400;1891.93;0;73.96;A;2260;1594.55;0;87.09
LOAN_004247;5;;2025-10-09;4560;2560;1328.89;0;65.03;A;2270;1247.69;0;63.38
LOAN_004247;6;;2025-11-07;4190;3000;1118.05;0;61.52;A;2850;1139.09;0;72.05
LOAN_004247;7;;2025-12-08;3730;3170;1282.44;0;56.56;A;2560;1170.94;0;65.78
LOAN_004247;8;;2026-01-09;3770;2830;1114.51;0;53.86;A;2610;966.21;0;55.17
LOAN_004247;9;;2026-02-09;3930;3420;759.32;0;38.38;A;3620;716.57;0;35.46
LOAN_001133;1;20250610;2025-06-26;1380;610;545.58;72.81;30.93;K;0;0;0;0
LOAN_001133;10;;2026-03-26;1200;1090;175.45;25.77;7.57;A;1160;176.68;26.32;9.18
LOAN_001133;11;;2026-04-24;1110;1220;107.15;16.14;4.96;A;1010;97.07;17.34;5.38
LOAN_001133;12;;2026-05-26;1300;1280;63.04;9.97;2.89;A;1320;58.16;8.77;3.12
LOAN_001133;2;;2025-07-25;1330;600;418.87;74.18;25.16;A;740;478.44;78.23;26.94
LOAN_001133;3;;2025-08-22;1170;850;437.37;69.68;23.04;A;710;471.57;62.52;23.91
LOAN_001133;4;;2025-09-24;1420;720;450.36;68.24;23.44;A;700;399.11;74.16;21.71
LOAN_001133;5;;2025-10-24;1100;750;369.70;66.54;19.85;A;900;353.30;54.85;17.71
LOAN_001133;6;;2025-11-24;1350;760;400.71;47.14;18.87;A;820;406.37;58.49;15.94
LOAN_001133;7;;2025-12-24;1180;870;296.58;47.89;17.41;A;780;342.59;44.92;16.37
LOAN_001133;8;;2026-01-23;1430;1090;256.55;40.31;13.73;A;880;226.27;41.95;11.59
LOAN_001133;9;;2026-02-24;1140;1020;249.10;32.00;12.01;A;1120;244.03;37.11;12.89
LOAN_002646;1;;2025-09-07;23970;27460;0;0;0;A;25610;0;0;0
LOAN_003002;1;20250702;2025-07-02;8310;7390;790.18;0;29.71;K;0;0;0;0
LOAN_003002;2;;2025-07-30;8320;6920;298.83;0;13.98;A;7740;276.20;0;18.47
LOAN_003306;1;20250613;2025-06-13;19510;10470;8001.05;1043.96;353.83;K;0;0;0;0
LOAN_003306;10;;2026-03-13;18120;13150;2118.11;332.93;118.51;A;15430;2544.92;405.26;111.61
LOAN_003306;11;;2026-04-13;17960;16750;1829.43;271.32;74.78;A;14420;1517.49;269.92;72.33
LOAN_003306;12;;2026-05-15;19710;18730;858.88;114.42;40.28;A;18060;905.28;140.35;46.56
LOAN_003306;2;;2025-07-14;16730;9440;6295.93;1046.64;376.87;A;9060;6523.98;1171.06;359.07
LOAN_003306;3;;2025-08-11;17260;11010;6969.48;944.91;321.70;A;12070;5315.48;886.08;292.11
LOAN_003306;4;;2025-09-11;15780;10570;5451.41;953.87;317.11;A;9920;6602.72;982.50;271.41
LOAN_003306;5;;2025-10-10;16970;11120;6000.64;920.22;261.41;A;11730;4743.29;772.39;288.09
LOAN_003306;6;;2025-11-11;17890;9960;4489.98;682.62;295.29;A;13080;5856.47;679.88;228.54
LOAN_003306;7;;2025-12-11;18310;11900;4738.19;595.45;221.85;A;11840;4598.90;586.21;204.85
LOAN_003306;8;;2026-01-09;16780;13690;4041.61;492.89;199.43;A;14870;3413.18;517.31;203.87
LOAN_003306;9;;2026-02-11;15920;11790;3600.85;552.49;193.50;A;14700;3612.75;578.95;177.43
LOAN_003671;1;;2025-09-02;57340;43320;0;0;0;A;44700;0;0;0
LOAN_000280;1;;2025-07-25;70080;59130;15096.76;0;720.88;A;58190;14893.50;0;867.62
LOAN_000280;2;;2025-08-22;62730;54150;14538.56;0;604.81;A;63590;15639.52;0;631.49
LOAN_000280;3;;2025-09-22;68910;54350;12293.17;0;609.93;A;53790;12768.51;0;584.83
LOAN_000280;4;;2025-10-22;79830;56600;9103.62;0;437.25;A;59180;10175.49;0;502.85
LOAN_000280;5;;2025-11-21;76990;64410;6919.67;0;335.36;A;55530;5984.10;0;320.00
LOAN_000280;6;;2025-12-27;68360;59440;4026.42;0;220.89;A;62850;3997.50;0;179.10
LOAN_003645;1;;2025-08-15;32730;41700;0;0;0;A;34400;0;0;0
LOAN_004043;1;;2025-09-11;50360;46550;0;0;0;A;44290;0;0;0
LOAN_002994;1;;2025-08-04;16960;13530;0;0;0;A;15700;0;0;0
LOAN_000414;1;;2025-09-02;2680;2950;0;0;0;A;3090;0;0;0
LOAN_003104;1;;2025-09-12;6650;6810;0;0;0;A;6400;0;0;0
LOAN_004396;1;20250625;2025-06-22;4700;5070;0;0;0;K;0;0;0;0
LOAN_004396;10;;2026-03-22;4960;4270;0;0;0;A;4210;0;0;0
LOAN_004396;11;;2026-04-22;4720;5090;0;0;0;A;4880;0;0;0
LOAN_004396;12;;2026-05-22;3980;4620;0;0;0;A;3840;0;0;0
LOAN_004396;2;;2025-07-23;4020;4090;0;0;0;A;4940;0;0;0
LOAN_004396;3;;2025-08-20;4040;4670;0;0;0;A;4960;0;0;0
LOAN_004396;4;;2025-09-20;4630;4150;0;0;0;A;3920;0;0;0
LOAN_004396;5;;2025-10-20;4860;3990;0;0;0;A;4170;0;0;0
